score,gross,genre,votes
5.9,612781,Comedy,1500
5.6,9188150,Horror,4100
5.9,11276846,Action,3900
5.6,1182273,Action,2500
5.5,7683267,Comedy,1900
6.2,179469,Comedy,1700
6,14812144,Comedy,4600
7.3,2120564,Comedy,2700
5.3,3547684,Drama,1800
6.6,1689723,Drama,2300
6.5,14851083,Comedy,4100
6.9,9915,Comedy,3500
5.1,939277,Action,1100
6.2,4409328,Action,2600
6.7,18634643,Drama,2700
6.6,1942423,Drama,3600
5.6,1501785,Action,2600
6,336396,Drama,796
7.3,1345015,Crime,2300
7.1,295444,Comedy,4300
5.7,5136759,Comedy,2000
5.9,133645,Mystery,1500
6.7,516517,Drama,3100
7.1,259012,Drama,2700
5.4,,Action,1600
6,30964,Drama,945
4.6,1159578,Drama,1100
7.2,193205,Biography,2800
6.4,8906823,Drama,1700
7,1407309,Action,2800
7.2,626057,Comedy,10000
6.4,246000,Comedy,1100
7.1,93292,Biography,2000
6.1,,Comedy,2600
5.6,6413375,Mystery,815
8.3,2913644,Crime,943000
7,352927224,Drama,186000
6.6,25795897,Horror,74000
7.6,64088552,Comedy,112000
7.7,75505856,Action,156000
7.4,215862692,Horror,199000
8.2,159157447,Drama,385000
7.7,243240178,Drama,242000
7.3,132440069,Comedy,97000
6.3,411006740,Action,124000
8,134095253,Drama,274000
7,266892996,Action,280000
6.6,50752337,Comedy,62000
8,504050219,Animation,382000
6.4,231605150,Comedy,91000
6.5,159814498,Action,284000
6.6,149022650,Comedy,108000
6.6,137783840,Adventure,60000
7.3,62548947,Crime,52000
7.4,26341736,Drama,30000
6.5,156563139,Action,80000
6.9,16639799,Action,9500
6.4,48017402,Drama,34000
4.9,14110589,Animation,22000
7.7,10725228,Crime,98000
7,183097323,Comedy,148000
7.5,11502976,Comedy,166000
7.2,43440294,Drama,55000
7.3,4184990,Drama,89000
7.5,5471088,Drama,41000
5.7,147214049,Comedy,68000
6,36299898,Action,85000
5.7,16624456,Action,41000
5.3,30524763,Fantasy,21000
7.5,9493259,Biography,55000
6.9,5013090,Biography,20000
6.8,358994850,Adventure,318000
6.6,88036683,Drama,40000
6.9,2819485,Drama,19000
7.7,48169910,Biography,89000
6.9,178051587,Action,106000
7.5,242623,Comedy,93000
5.4,1829804,Drama,18000
7.1,105232691,Comedy,54000
5.4,32100816,Horror,34000
7.5,21706101,Comedy,56000
5.8,40693477,Comedy,38000
6.8,90753806,Comedy,78000
6.7,321731527,Action,160000
7.2,13086430,Biography,8600
6.9,2040920,Action,64000
7.2,1862805,Drama,37000
4.9,17092453,Fantasy,20000
7.1,2038916,Crime,40000
6.7,18471850,Comedy,28000
6.5,32710894,Animation,28000
6.1,94900635,Comedy,23000
6.9,14715067,Drama,23000
6.6,29302121,Biography,22000
7.1,20146880,Action,25000
6.8,7532911,Drama,17000
6.3,127956187,Drama,45000
7.5,205569,Comedy,37000
5.3,29000301,Action,21000
5.5,12534961,Horror,28000
4.5,13273595,Drama,14000
4.9,58662452,Adventure,42000
5.8,22518097,Adventure,21000
6.9,25105517,Comedy,19000
5.9,44065653,Action,46000
6.4,,Comedy,13000
4.3,6980986,Horror,7900
5.5,14796494,Comedy,9100
7,4651977,Drama,13000
7.2,11749595,Comedy,26000
6.1,37170057,Crime,15000
7.2,5378172,Biography,15000
6.5,9223441,Action,8500
6.2,5430822,Action,13000
5.4,3560469,Animation,10000
5.1,23278931,Adventure,31000
6.8,175340,Crime,38000
6.5,7191399,Adventure,29000
7,15164458,Drama,4100
5.5,131052444,Comedy,27000
7.2,2827107,Drama,9500
5.2,8403433,Comedy,5900
5.1,17180393,Action,8000
6,45500797,Adventure,22000
5.8,35208854,Comedy,17000
6.8,22660758,Crime,15000
4.3,70611210,Action,39000
6.2,4943279,Action,9500
6.3,57138719,Crime,15000
7.3,7286388,Biography,21000
5.9,28590665,Drama,14000
7.1,1543112,Crime,11000
6.2,10736401,Adventure,11000
5.7,21591728,Crime,7000
5.9,6739141,Action,28000
5.9,8669847,Comedy,4100
5.4,2034470,Adventure,4400
6.9,16270600,Action,20000
6.3,11390479,Crime,16000
5.8,8442162,Animation,4900
6,14358033,Comedy,23000
7,4058564,Comedy,11000
5.4,17129026,Action,15000
7.1,21744201,Drama,17000
6.1,23369283,Comedy,13000
7.5,2280148,Comedy,11000
6.1,13272113,Comedy,7100
7,4836637,Drama,7000
7.1,5603158,Drama,9500
5.4,2001124,Action,5300
5.9,21142815,Action,10000
6.4,43838238,Drama,9400
5.5,40227006,Action,7200
7.5,10555619,Comedy,28000
6.3,13249535,Action,10000
5.7,754935,Comedy,13000
6.3,14356479,Action,8600
6.4,5519569,Action,2600
6.5,19507345,Comedy,22000
6.8,1373196,Crime,5400
7.7,32574382,Comedy,51000
7.6,1605437,Drama,9300
6,277845,Drama,3000
6,20883046,Comedy,10000
4.2,2287928,Romance,874
6,,Action,2200
5.8,3052738,Crime,1800
6.6,1100218,Drama,2100
5.9,46666502,Comedy,15000
6,9011574,Action,7300
7.1,5418216,Comedy,9700
6.7,,Crime,1600
6.1,923418,Crime,8100
6.8,1055987,Crime,6300
7.2,1526697,Drama,8500
7,4479470,Comedy,13000
6.3,7306242,Drama,1900
7.5,,Drama,4300
7.1,256249,Comedy,3400
5.6,12282994,Crime,3600
6.6,390152,Crime,3200
7.4,4814619,Drama,5200
6.6,20194,Drama,2600
6.6,1342613,Drama,3700
6.7,384048,Crime,3200
5.9,19930973,Biography,9300
6.6,,Drama,745
4.5,8251071,Adventure,2800
5.1,,Drama,950
5.6,22697691,Comedy,7700
7.8,1253106,Biography,3000
6.5,3067917,Crime,3500
6.1,6375979,Comedy,3100
6.4,6742168,Drama,5200
7,4790801,Adventure,2800
6.3,4906900,Drama,1100
6.5,14683921,Drama,4900
5.8,21202099,Comedy,3500
7.6,28791,Crime,4000
6.6,1014726,Drama,3800
5.9,13351357,Comedy,4500
6.5,8359717,Action,11000
3.7,2517600,Action,2700
6.5,692585,Comedy,2900
7.2,143010,Crime,4100
5.5,114516,Crime,2200
5.7,6132924,Comedy,2500
7.5,611703,Comedy,6700
5.8,6202756,Comedy,4600
5.6,11124511,Drama,2000
6.3,1557771,Drama,1200
7.4,24672,Comedy,1000
7.3,52431,Drama,4400
4.7,4096030,Comedy,3000
6.8,,Crime,950
7.1,918239,Comedy,4100
5.3,1659542,Comedy,1600
6.4,,Action,4200
5.2,3206714,Crime,1500
5.8,422503,Drama,1100
5.2,,Action,683
7.1,2806881,Adventure,3100
5,608866,Mystery,2100
6.8,1723319,Drama,2600
5.8,2791515,Action,1500
6.1,2922094,Drama,1100
5.4,1102469,Comedy,2100
5.8,4030793,Comedy,1200
5.5,3104545,Comedy,2500
6.6,1514114,Comedy,1300
6.4,9481984,Comedy,4500
7.4,22765,Biography,3000
6.8,,Action,6600
5.7,1434174,Adventure,876
5.1,3721911,Comedy,1600
7.8,56505065,Action,132000
7.8,34348443,Comedy,82000
8.1,1033928303,Action,894000
7.6,7993039,Comedy,171000
8.9,322161245,Biography,1200000
7.9,13088850,Crime,212000
7.8,1769305,Comedy,36000
6.7,35739755,Adventure,119000
7.8,17287898,Crime,132000
7.7,10032765,Drama,221000
6.9,44947705,Comedy,106000
7.9,63848322,Crime,206000
7,441286195,Comedy,252000
7.8,368875760,Action,275000
6.7,58055768,Action,163000
5.6,117270765,Comedy,58000
7.6,40903593,Action,177000
6.6,195268056,Crime,81000
6.8,270248367,Drama,124000
6.4,137298489,Action,141000
5.6,57319029,Comedy,50000
8,71074049,Comedy,589000
7.7,206678440,Drama,229000
4.1,20915465,Adventure,50000
6.8,227927165,Comedy,165000
6.4,255000211,Action,122000
7.6,40185556,Drama,81000
8,91491247,Animation,306000
6.1,56500758,Comedy,26000
8,4496583,Crime,29000
8.1,65796862,Biography,163000
7.1,36733909,Biography,53000
6.8,48919043,Comedy,84000
6,266614059,Drama,66000
7.2,176997168,Action,96000
7.2,32255440,Drama,56000
7.5,27912072,Crime,54000
7.6,10769960,Drama,27000
6.4,53898845,Action,52000
6.9,41833324,Adventure,43000
7.3,31181347,Drama,38000
6,153698625,Adventure,71000
4.1,10696210,Action,47000
7.8,23237911,Drama,69000
6.2,74189677,Action,46000
6.5,19885552,Biography,23000
7,154856263,Adventure,96000
6.8,63270710,Comedy,50000
6.7,2395231,Crime,52000
7.2,23261580,Comedy,56000
5,116300000,Drama,30000
7.5,22881563,Biography,59000
5.3,21274717,Comedy,52000
6.5,11585483,Comedy,36000
6.6,133752825,Action,86000
7.3,22549338,Comedy,46000
5.8,13609396,Drama,17000
6.2,27979399,Action,45000
7.3,4104962,Biography,49000
7.9,1341154,Drama,93000
7,70172621,Comedy,45000
7.5,135130999,Crime,76000
4.8,8556940,Comedy,25000
6.4,46405336,Crime,24000
7.3,39100956,Biography,18000
7.7,6110979,Comedy,43000
5.8,36448400,Comedy,18000
5.9,24107867,Action,41000
5.9,54207,Horror,14000
7.4,7266383,Biography,37000
4.2,15935068,Fantasy,29000
6.9,9532895,Comedy,10000
6.4,60613008,Drama,37000
5,57405220,Comedy,18000
4.9,118243066,Comedy,26000
6.5,418961,Crime,20000
6.7,621392,Fantasy,28000
6.5,18635620,Drama,9900
6.2,48198019,Comedy,79000
6.1,30038362,Action,26000
4.7,1796389,Drama,12000
6.6,3275585,Crime,13000
6.3,107198790,Action,43000
6.2,11146270,Comedy,13000
4.8,42273609,Action,32000
6,428868,Horror,17000
7.5,152972,Drama,32000
6.3,2850263,Adventure,6500
6.4,1029721,Comedy,7400
6.3,14543394,Drama,24000
6.9,6265311,Drama,22000
6.1,12324660,Comedy,7700
6.1,4858139,Drama,16000
7,63513743,Action,29000
6.1,27515786,Drama,13000
7.7,32901136,Drama,16000
7.1,322975,Drama,4500
6.8,18898806,Drama,13000
7.8,5635204,Animation,45000
6.4,29296,Comedy,6700
6.8,5632086,Drama,16000
7,16589540,Comedy,17000
6.3,15185672,Crime,24000
7,1001437,Drama,2500
6.8,6405918,Comedy,20000
6.7,24760338,Drama,28000
8.1,6122607,Drama,26000
6.1,18994653,Action,23000
6.6,12526677,Action,16000
7.3,25842377,Biography,18000
7.3,112547,Comedy,42000
5.7,22189039,Action,22000
7.4,1214231,Drama,7800
6.2,11081586,Comedy,21000
6.1,9317021,Animation,14000
7,2502551,Crime,21000
6.5,23032565,Action,9700
4.6,5086909,Horror,3400
7.1,6995302,Drama,22000
7.3,11330911,Comedy,41000
5.1,4916135,Action,7700
4.8,12741891,Adventure,13000
7.1,659810,Comedy,33000
6.2,24103594,Adventure,8000
5.1,104942695,Comedy,16000
6.2,256264,Drama,4500
6.8,1498795,Drama,9000
6,10611160,Horror,16000
6.6,3283371,Action,5900
6.8,27804899,Drama,11000
6.5,3267313,Crime,2000
4.4,10340263,Comedy,28000
5.2,8016708,Action,7800
5.8,7839327,Comedy,7000
6.3,17953778,Comedy,9000
5.1,2570550,Comedy,2100
6.8,5864949,Action,14000
6.6,14904910,Comedy,5300
6.5,6582052,Animation,5200
5.5,18289763,Western,4200
6.2,9709451,Drama,5000
6.2,140081992,Drama,20000
4.4,1708873,Comedy,7100
5.6,12440858,Comedy,5600
5.6,6608687,Action,5400
7.1,669276,Animation,3700
5.4,3335984,Comedy,4300
5.4,3902679,Action,5700
7.4,1700992,Drama,8300
6.5,2019581,Comedy,13000
5.7,1614784,Drama,1900
7.5,14694904,Action,16000
3.8,4348572,Action,8900
5.5,6484246,Crime,8500
4.3,413479,Action,5400
4.9,3418141,Adventure,2900
7.3,810455,Drama,7800
5.6,1261210,Drama,3600
4,18369,Crime,3000
7.1,1677807,Biography,3000
6.6,12890752,Adventure,3400
5.6,22866222,Crime,4900
7.6,6933459,Comedy,14000
5.6,20208496,Comedy,13000
6,8041049,Drama,2800
6.6,102780,Drama,1800
6.2,16696219,Crime,8000
6.7,595505,Drama,464
5.9,18225518,Crime,4300
5.2,12974636,Comedy,4100
5.8,8345845,Drama,6900
3.6,1753979,Horror,3700
5.9,3125424,Comedy,3200
4.1,40689691,Comedy,8300
7.3,596,Drama,5100
7.3,225278,Biography,7400
6.5,5145823,Comedy,3900
5.7,1039824,Comedy,3700
5.6,1038959,Comedy,1600
3.9,2438031,Comedy,5000
6.8,3741869,Action,6100
6.4,101071,Comedy,3000
5.7,764724,Drama,2200
6.2,322871,Drama,2600
6.4,735162,Comedy,1100
5.3,61274,Drama,1100
5.7,9745803,Comedy,8600
5.5,3246063,Comedy,4100
5.2,17952857,Comedy,3700
5.4,737548,Drama,3000
5.9,2119994,Family,1900
4.5,2970,Action,1900
7.3,,Biography,2100
7.2,233824,Comedy,3900
6,,Comedy,1900
5,10058318,Action,5700
5.8,1497222,Drama,1600
5.7,1640220,Adventure,1400
6.2,296081,Drama,2000
6,1884814,Comedy,2400
9.3,28817291,Drama,2400000
8.9,213928762,Crime,1900000
8.8,678226133,Drama,1900000
8.5,19552639,Action,1100000
7.2,378882411,Action,243000
8.5,1083720877,Animation,970000
6.9,351583407,Action,357000
7.2,350448145,Action,339000
7.1,196567262,Action,180000
6.3,67308282,Comedy,45000
7.3,247275374,Comedy,361000
7.5,160638883,Drama,154000
7.3,50283563,Action,222000
7.6,50693129,Action,170000
7.5,223664608,Drama,301000
7.1,245700832,Comedy,144000
4.9,341631208,Comedy,77000
6.9,107217396,Comedy,284000
7.3,50083616,Drama,54000
4,99431786,Action,67000
8.1,1432358,Comedy,69000
6.9,215887717,Action,93000
6.1,45610410,Comedy,38000
7.3,3049135,Biography,60000
7.7,3151130,Comedy,214000
6.1,10475705,Adventure,9100
7,183031272,Action,104000
6.7,25052000,Adventure,47000
7.1,5842603,Crime,22000
7.5,11265402,Comedy,48000
6.4,19306362,Comedy,27000
7.8,5887457,Biography,168000
6.6,118071125,Action,78000
6.1,214015089,Drama,48000
6.2,50236831,Comedy,30000
7.2,8924549,Drama,64000
5.4,38087756,Comedy,66000
5.6,119208989,Action,78000
6.6,33351557,Comedy,47000
6.5,51132598,Comedy,100000
5.9,7770731,Comedy,10000
8.1,3581969,Drama,94000
4.6,108431355,Comedy,66000
6.5,19721741,Fantasy,53000
6.2,16827402,Adventure,48000
6.4,94216343,Adventure,43000
6.1,5751882,Comedy,47000
3.3,185898,Comedy,21000
4.5,15876353,Action,28000
6.2,30156002,Action,29000
5.2,19726050,Mystery,23000
4.5,7182747,Adventure,13000
7.2,15482277,Comedy,37000
6.7,117615211,Crime,62000
5.3,30577969,Comedy,19000
6.4,37939757,Comedy,37000
6.5,20059210,Comedy,21000
7.9,1608570,Crime,32000
6.2,131002597,Drama,54000
6.4,112006296,Drama,53000
4.3,6841570,Comedy,6600
6,43229904,Adventure,17000
7.2,2816518,Comedy,78000
5.9,101646581,Action,57000
6.5,190539357,Comedy,102000
5.6,170362582,Action,63000
6.1,13670688,Animation,22000
7.3,2079569,Crime,58000
6.8,7820688,Comedy,28000
5.2,15240435,Action,12000
6.1,48063435,Action,24000
6.6,50021959,Drama,21000
6.4,3359465,Drama,7000
7.5,24822619,Biography,66000
6.2,7727256,Action,11000
5.5,25479558,Comedy,11000
6.5,106683817,Drama,28000
7.6,1237219,Comedy,67000
5.3,17359799,Comedy,19000
5.1,1596687,Action,5900
5.8,30057974,Action,17000
5.6,30626182,Comedy,25000
7.1,39003,Crime,4500
6.7,68792531,Comedy,49000
7.1,4221036,Drama,19000
5.5,7408745,Comedy,7100
6.4,11373501,Animation,16000
3.8,2341309,Action,12000
7.3,3103716,Drama,23000
6.6,4330020,Comedy,12000
7.7,21898920,Biography,34000
6.6,19623396,Biography,4900
7.2,15238689,Biography,16000
5.1,1181182,Drama,2000
7.4,39491975,Comedy,19000
4.8,4412297,Adventure,5200
7.5,6159269,Drama,7400
6.6,16192320,Crime,15000
6.3,13137484,Comedy,13000
6.7,20016254,Comedy,14000
3.5,126247,Comedy,32000
6.1,12267790,Comedy,10000
4.6,38590458,Action,23000
5.2,11300653,Comedy,15000
7.4,13383747,Comedy,36000
7.4,1318578,Biography,17000
7,13642861,Comedy,9700
6.3,1359736,Comedy,6000
7.6,11555430,Action,44000
5.4,21355893,Drama,7900
6.6,217881,Drama,3200
6.5,46264384,Family,33000
6.5,9771658,Animation,23000
6.3,14815317,Comedy,13000
6.8,16928556,Drama,12000
5.8,7924955,Action,18000
5.6,18137661,Comedy,12000
6.2,24332324,Comedy,17000
5.8,63513,Comedy,4800
6.6,20851521,Crime,3800
7.4,9914409,Biography,24000
7.8,7294403,Comedy,19000
6.2,23070663,Drama,13000
5.9,20280016,Action,7900
6.1,15339030,Action,19000
5.9,6562513,Comedy,12000
5.7,16820893,Adventure,6500
4.5,12303080,Action,20000
7.1,253986,Comedy,20000
5.6,3129045,Action,4000
7.1,1977198,Action,14000
6.1,4352094,Comedy,11000
5.3,3662459,Adventure,8200
6.2,27058304,Comedy,16000
6.6,4630377,Adventure,9500
6.6,21006361,Adventure,7900
5.6,28735315,Action,19000
7.8,,Drama,7100
8.3,2332728,Drama,17000
5,28881266,Comedy,13000
5.9,6017509,Adventure,13000
4.9,1702394,Action,7200
5.5,43622150,Comedy,19000
6.6,20164171,Comedy,13000
6.9,11439193,Comedy,24000
6.2,26381221,Comedy,24000
4.6,11798854,Action,8600
2.7,60822,Comedy,9500
5.2,3134381,Comedy,2700
6.6,48424341,Comedy,13000
5.5,16487349,Action,13000
6.3,3038499,Crime,6200
5.2,11391093,Comedy,6400
6.7,1095885,Crime,7600
5.9,9979683,Family,5400
5.3,16453258,Adventure,6500
7.6,8094616,Crime,12000
5.9,8647042,Horror,8500
5.4,2694234,Comedy,6000
6.7,2392589,Biography,5900
4.6,2260622,Comedy,9300
6,18272894,Comedy,4500
5.4,6821850,Comedy,11000
5.9,3180674,Drama,3700
4.7,19281235,Comedy,4800
5.5,21011318,Comedy,8500
5.7,200151,Comedy,2500
6,3062530,Comedy,2500
6,29392418,Action,6700
5.5,16821273,Comedy,6500
7.7,190749,Crime,11000
7.1,382928,Comedy,22000
5.3,30806194,Action,12000
5.4,71368,Animation,6300
4.7,,Horror,2200
5,7941977,Action,9200
5.6,319123,Comedy,1800
6.3,3430583,Comedy,5200
6.8,1600226,Biography,6500
7.1,4165845,Drama,9800
6.4,2144667,Biography,4300
7,7266973,Comedy,5800
8,763847,Drama,14000
7.9,2313461,Drama,15000
7.4,12712,Adventure,4100
6.4,123509,Comedy,1000
7.3,766464,Comedy,5200
6.2,1316865,Comedy,3400
6.4,8880705,Comedy,1400
5.4,1519366,Comedy,3800
5.3,3783003,Crime,3100
5.1,713234,Comedy,1400
6.3,538534,Biography,1600
6,3342223,Adventure,1100
5.6,70936,Comedy,1500
4.8,18869594,Comedy,7600
6.6,11553,Drama,1800
6.4,305070,Action,4700
7.2,487391,Drama,3100
6.4,1007583,Biography,7200
8.2,187436818,Crime,596000
6.8,56631572,Comedy,193000
8.6,327333559,Crime,1500000
8.3,213216216,Biography,978000
7.6,355237933,Adventure,277000
8.5,23341568,Crime,1000000
7,262821940,Adventure,318000
8.2,116112375,Crime,480000
5.2,152022101,Action,43000
5.4,336567158,Action,239000
7.1,7412216,Drama,75000
8.3,394436586,Animation,913000
7.2,25405445,Action,175000
7.6,366101666,Action,370000
5.8,122195920,Action,112000
7.1,2122561,Comedy,118000
8,168839459,Mystery,589000
7.5,32029928,Drama,117000
4.9,20358624,Drama,64000
8.1,5987386,Drama,282000
7.3,28215918,Comedy,103000
7.7,134582776,Drama,106000
6.2,264218220,Action,186000
7.3,2402438,Biography,105000
6.9,141407024,Action,247000
6.4,26488734,Comedy,135000
5.2,66433194,Action,26000
7.2,352194034,Action,243000
5.8,113374103,Action,76000
6.6,189859560,Action,123000
6.8,4257354,Comedy,100000
6.7,273188,Comedy,52000
6.4,18636537,Action,88000
6.2,7563728,Comedy,66000
8.1,302606,Crime,157000
6.1,287928194,Comedy,125000
6.6,47774193,Comedy,30000
6.6,17689177,Comedy,26000
5.4,4064495,Action,31000
6.8,37591674,Comedy,28000
6.7,346079773,Animation,175000
6.9,35348597,Animation,48000
6.5,179519401,Biography,50000
7.3,157387195,Action,105000
6.8,21284514,Comedy,45000
6.3,53672080,Comedy,38000
8,516540,Animation,133000
6.7,182057016,Comedy,95000
6.9,115101622,Comedy,78000
7.1,32679899,Adventure,79000
6.8,254134910,Comedy,119000
7.5,39363635,Crime,90000
6.1,46576136,Comedy,21000
5.7,19075720,Action,68000
6.4,36853222,Action,25000
7.6,182016617,Drama,76000
7.2,7959291,Action,68000
5.7,10017322,Action,27000
5.6,113493481,Action,112000
7.5,1781465,Fantasy,66000
6.6,32051917,Drama,56000
6.3,30112050,Adventure,32000
6.6,30862156,Drama,29000
7.7,10015449,Drama,33000
6.8,107879496,Comedy,54000
5.5,104324083,Action,45000
6.5,38290723,Crime,19000
7.3,106269971,Drama,36000
6.5,16115878,Action,30000
7.6,1037847,Adventure,92000
6.4,212385533,Adventure,206000
7.4,24361867,Crime,41000
6,127600435,Action,70000
5.3,9851610,Crime,12000
5.6,17736619,Comedy,9500
5.6,24047675,Action,29000
4.8,15116634,Horror,32000
6.1,76594107,Comedy,36000
6.3,30303072,Action,79000
6.6,101982854,Comedy,48000
6.7,50008143,Drama,32000
5.9,19474589,Comedy,21000
6.9,31596911,Adventure,41000
6.9,24147179,Action,21000
5.8,9685976,Comedy,5500
6,81452156,Comedy,10000
7.4,4569019,Comedy,33000
6,35656131,Drama,27000
6.8,32392047,Action,40000
6.7,16140822,Crime,18000
6.3,41200020,Comedy,11000
6.8,718490,Comedy,13000
6.7,21089146,Action,22000
5.9,110627965,Action,62000
7.5,1111790,Comedy,17000
5.9,10772144,Comedy,40000
5.5,23920048,Adventure,10000
5.7,9418365,Horror,30000
5.9,2193982,Action,6600
6.7,71518503,Comedy,25000
6.5,23440188,Comedy,12000
6.4,11837928,Crime,7400
5.7,35431113,Action,39000
5.3,13940383,Horror,11000
6.3,868979,Drama,13000
5.2,40070995,Comedy,8900
7.1,13681765,Biography,29000
5.3,12201255,Fantasy,6400
6.5,919671,Drama,6700
8.1,171082,Comedy,56000
7,6468498,Comedy,39000
7.1,11349090,Animation,41000
6.5,340139,Biography,14000
4.3,11534477,Action,12000
6.1,13294422,Horror,15000
5.3,10382407,Drama,15000
6.3,8175346,Action,40000
5.7,4686937,Adventure,5500
5.1,30077111,Adventure,17000
6.8,529766,Crime,27000
6.1,284785,Comedy,14000
5.5,138510230,Comedy,36000
7.2,512245,Drama,14000
5.8,64350171,Action,33000
6.6,23389975,Drama,8100
5.9,163971,Comedy,16000
6.4,5711695,Horror,26000
4.6,19751736,Comedy,22000
7.3,17381942,Drama,27000
7.4,2748518,Drama,14000
7.4,,Action,19000
4.7,13406717,Adventure,5800
6.9,2844379,Drama,9200
6,6029091,Adventure,4200
6.9,13071518,Crime,21000
7.4,8367636,Comedy,34000
5.7,50865589,Comedy,13000
5.9,11047627,Adventure,3500
5.9,14942422,Crime,17000
4.8,63174,Drama,1900
6.8,941414,Drama,4500
6.6,17519169,Comedy,12000
6.8,3414301,Drama,4400
7.7,2568425,Drama,9400
7.1,1320043,Adventure,5700
6.5,33177694,Comedy,12000
5.4,15453274,Comedy,6200
6,6609661,Action,4900
6.6,4005941,Biography,9000
6.5,31738,Drama,5600
7.3,11079373,Drama,3800
6.6,10426506,Comedy,7500
6.8,459749,Comedy,14000
5.6,7919823,Adventure,5700
7.5,873196,Crime,11000
6.5,307308,Drama,9200
7,7024389,Adventure,5000
6.6,10904930,Comedy,17000
6.7,218626,Comedy,5100
7,1104622,Comedy,11000
6.7,1268636,Comedy,9200
6.2,12096673,Comedy,4700
4.3,1781383,Horror,8500
6.8,3487767,Comedy,5900
6.7,4821759,Comedy,6400
6.5,472370,Comedy,4700
5.1,24670346,Action,8600
6.4,7603766,Drama,5600
6.1,536023,Crime,3400
5.6,3983912,Animation,4700
6.7,3987768,Drama,6600
6,26325256,Comedy,6600
5.4,3674841,Crime,2800
7.7,924940,Drama,6900
6.6,1110104,Drama,2800
7.6,228800,Drama,11000
5.3,3734870,Drama,4700
5.2,6858261,Crime,6400
4.2,5093707,Action,3200
6.5,2210408,Comedy,4400
4.3,17014653,Comedy,7600
4.5,,Comedy,2200
5.9,259724,Comedy,2700
7.6,,Drama,6400
4.5,2763020,Comedy,2700
5.7,2473668,Biography,2800
6.1,7027517,Drama,2900
6.4,11642946,Adventure,2700
6.7,3565508,Crime,2900
7.4,371674,Drama,4900
6.9,230049,Drama,1500
5.5,2680717,Adventure,1900
5.4,5221281,Comedy,3100
7.5,4249321,Comedy,8400
5.5,247202,Comedy,1800
6.6,5750110,Action,4900
5.8,7506759,Adventure,3900
7.3,955708,Drama,4300
4.9,6014341,Action,759
6.4,6834525,Drama,2300
6.5,230418342,Animation,175000
7,817400891,Action,543000
6.7,147554998,Drama,216000
7.3,173046663,Horror,295000
7.6,165615285,Crime,202000
7.2,25837111,Action,294000
8.1,60611975,Crime,634000
7.1,457696391,Action,398000
6.9,33459416,Comedy,135000
8.1,16607872,Drama,647000
6.4,494471524,Action,183000
7,41205099,Comedy,205000
5.7,320689294,Adventure,105000
6.4,2671291,Drama,54000
7.3,273552592,Comedy,249000
7.4,335062621,Action,319000
7.5,152266007,Crime,138000
6.4,24819936,Drama,82000
7.7,102616183,Crime,196000
6.3,101371017,Comedy,214000
7.4,231976425,Drama,182000
6.8,89456761,Action,76000
6.2,20831000,Drama,44000
7,560069,Comedy,72000
6.6,4762310,Drama,27000
7.3,3802260,Crime,52000
8,24444121,Drama,89000
6.6,41083864,Comedy,18000
7.1,185260553,Comedy,83000
6.9,34585416,Comedy,64000
4.5,49627779,Horror,32000
6.9,25023434,Comedy,79000
7,325338851,Animation,146000
7.1,29359216,Comedy,84000
6.1,242295562,Action,106000
4.5,113309743,Comedy,44000
7.6,146027888,Action,120000
7.2,4555020,Comedy,77000
5.7,25477365,Action,71000
7.1,10597759,Comedy,32000
6.1,102825796,Comedy,157000
6.6,20949601,Comedy,50000
5.8,15315484,Fantasy,29000
7.2,222559,Crime,45000
5.6,273961019,Comedy,112000
7.7,4770222,Drama,37000
7.3,12008376,Drama,18000
6.8,38619405,Adventure,58000
6.6,100860818,Action,52000
6.4,181489203,Comedy,45000
6.9,41590886,Action,15000
6.7,28946127,Animation,62000
6.5,115267375,Action,93000
6.4,121969216,Action,52000
4.4,13427615,Comedy,26000
5.8,58620973,Comedy,57000
6.6,10292300,Adventure,22000
5.5,22955097,Action,26000
6,150270147,Action,93000
6.7,22231658,Comedy,37000
5.7,60209334,Action,49000
6,4109095,Crime,10000
6.8,7343114,Drama,36000
7.4,1605,Crime,37000
7.5,2923982,Comedy,28000
8,13417292,Comedy,39000
5.9,159212469,Action,68000
6.4,47267001,Action,54000
6.2,14063331,Mystery,34000
6.7,309492681,Action,121000
6.8,63118386,Animation,53000
6.8,25143818,Adventure,24000
6.4,53854588,Comedy,47000
3.4,3793614,Action,26000
7.8,3828405,Drama,64000
5,17323326,Action,33000
5.9,18626419,Action,47000
6.2,26877589,Crime,14000
6.5,11132210,Comedy,19000
7.1,749741,Comedy,14000
7.3,20300385,Biography,90000
6.8,295493,Comedy,27000
3,18937262,Comedy,23000
6.2,37553752,Comedy,22000
5.7,119718203,Comedy,42000
6.3,11526099,Crime,16000
5.6,129832389,Adventure,95000
6,9538948,Comedy,17000
7.2,2576738,Comedy,19000
7.7,35999081,Biography,52000
6.3,32417995,Comedy,38000
5.5,14502483,Action,21000
6.5,97529550,Comedy,44000
7.4,12408986,Drama,28000
7.2,11135803,Biography,30000
6.4,152036382,Drama,76000
5.9,26570048,Comedy,9800
5.3,20080020,Adventure,10000
6.3,141047179,Biography,34000
5.4,17100266,Drama,14000
5.4,5781045,Comedy,14000
5.4,26960191,Action,37000
6,14818176,Action,13000
6.7,12803305,Drama,26000
6.1,21075014,Comedy,31000
